sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
吉姆霍格县是位于美国德克萨斯州南部的一个县。,In U.S. military operations the DRS policy was Tele MU,Jim Hoggy County is a country where lies in the southern Texas of United State.,吉姆霍格县是位于美国德克萨斯州南部的一个县,in u s military operations the drs policy was tele mu,jim hoggy county is a country where lies in the southern texas of united state,4363.90380191803
将包装打开,Time for public information,Please open the package.,将包装打开,time for public information,please open the package,4363.90380191803
当选后她成为新民主党全国党团主席。,道將加入另壞本right的神代,"After being elected, she become the president of new democracy of national party group.",当选后她成为新民主党全国党团主席,道將加入另壞本right的神代,after being elected she become the president of new democracy of national party group,4363.90380191803
莱维尼亚克。,Come on.,Levignac.,莱维尼亚克,come on,levignac,4363.90380191803
其后逐渐推出手机贴膜服务。,ua,"Afterwards, company launched the mobile accessory service.",其后逐渐推出手机贴膜服务,ua,afterwards company launched the mobile accessory service,4363.90380191803
现位于浙江省宁波市江北区乍浦乡应家河塘有应修人故居。,구 nigga,"He live in the place where Ying Xiiuren’s former residence.It lies in the pond of Zapu County, Northern River District, Ningbo City, Zhejiang Province.",现位于浙江省宁波市江北区乍浦乡应家河塘有应修人故居,구 nigga,he live in the place where ying xiiuren s former residence it lies in the pond of zapu county northern river district ningbo city zhejiang province,4363.90380191803
该集团的领导层主要由之前流亡的学生担任。,According to Video by Jiang Yun Sath Youtuber Node.,The group leader is mainly director by the student who once living in exile.,该集团的领导层主要由之前流亡的学生担任,according to video by jiang yun sath youtuber node,the group leader is mainly director by the student who once living in exile,4363.90380191803
该球证于葡萄牙对荷兰的比赛后被世界足协停职。,"Please repeat once again, the pertaining service of II-Less assimilation wasn't punished in World Oops",Referee has got the boot by the World Football Association since the tournament between Portugal VS.Netherland ended.,该球证于葡萄牙对荷兰的比赛后被世界足协停职,please repeat once again the pertaining service of ii less assimilation wasn t punished in world oops,referee has got the boot by the world football association since the tournament between portugal vs netherland ended,4363.90380191803
穆阿库尔。,The caves are,Muakul.,穆阿库尔,the caves are,muakul,4363.90380191803
事业单位,Let's sleep,Public Institution,事业单位,let s sleep,public institution,4363.90380191803
中国大陆许多知名艺人曾在此校就读。,Lots of chinese ministers of many works done together,Many renowned artists in Mainland of China once studied here.,中国大陆许多知名艺人曾在此校就读,lots of chinese ministers of many works done together,many renowned artists in mainland of china once studied here,4363.90380191803
会稽人王仲舒撰于道光元年。,noticed the conv約,"Wangzhong, born in Kuaiji, compiled it in Daoguang.",会稽人王仲舒撰于道光元年,noticed the conv約,wangzhong born in kuaiji compiled it in daoguang,4363.90380191803
选项的结果可以透过选择后的音效来确认。,Which,The result of the option could be determined by the sound effect afterwards.,选项的结果可以透过选择后的音效来确认,which,the result of the option could be determined by the sound effect afterwards,4363.90380191803
奥拉夫二世与父亲奥洛夫重新挑起两国战争。,"Hora Fuhu 2 for Herodovusxt Plus,一Pass the Cont ocupation with pr Joan",Olav II Haraldsson den Hellige and his father Olav restarted a war between these two countries.,奥拉夫二世与父亲奥洛夫重新挑起两国战争,hora fuhu 2 for herodovusxt plus 一pass the cont ocupation with pr joan,olav ii haraldsson den hellige and his father olav restarted a war between these two countries,4363.90380191803
以王甲为首的六百人敢死队摸黑对古晋发动攻击。,"220�밑, 600 people have 1 strike partners with HungEEEE","Led by Wangshou, the dare-to-die corps consisting of 600 individuals launched an attack on Kuching.",以王甲为首的六百人敢死队摸黑对古晋发动攻击,220 밑 600 people have 1 strike partners with hungeeee,led by wangshou the dare to die corps consisting of 600 individuals launched an attack on kuching,4363.90380191803
后来交由父亲的警卫员带到北京照顾。,Then bring the police to Beijing to take care of the police.,Then he was taken by his/her father’s safeguard to Beijing to be taken good care of.,后来交由父亲的警卫员带到北京照顾,then bring the police to beijing to take care of the police,then he was taken by his her father s safeguard to beijing to be taken good care of,4363.90380191803
淡水高尔夫球场会派人定期祭拜。,czy…,Regular worship is done by staff sent from Fresh-water Golf Course.,淡水高尔夫球场会派人定期祭拜,czy,regular worship is done by staff sent from fresh water golf course,4363.90380191803
影像制作公司,entrance club,A video production corporation,影像制作公司,entrance club,a video production corporation,4363.90380191803
本列表为香港新界区道路交汇处的一览表。,media taking once again his great grandfather in Hong Kong,It’s a list for the road intersections of New Territories in Hongkong.,本列表为香港新界区道路交汇处的一览表,media taking once again his great grandfather in hong kong,it s a list for the road intersections of new territories in hongkong,4363.90380191803
今彰化县北斗镇。,Romance and painting are changed tobird,"Today’s Beidou Town in Changhwa County, Taiwan.",今彰化县北斗镇,romance and painting are changed tobird,today s beidou town in changhwa county taiwan,4363.90380191803
从此饮食都需要非常注意,and forced all attempts to be considered very,All the diet shall have been paid attention to since then,从此饮食都需要非常注意,and forced all attempts to be considered very,all the diet shall have been paid attention to since then,4363.90380191803
蒙希于米埃。,Wenxi and Mi'ai,"Monchy-Humieres, France.",蒙希于米埃,wenxi and mi ai,monchy humieres france,4363.90380191803
布拉克沃夫省为波兰立陶宛联邦的行政区划和地方政府。,Burlacor was made for the plan to reach the space station to take note of the military and land affairsations.,Bracławskie was the administrative division and local government of Polish-Lithuanian Commonwealth.,布拉克沃夫省为波兰立陶宛联邦的行政区划和地方政府,burlacor was made for the plan to reach the space station to take note of the military and land affairsations,bracławskie was the administrative division and local government of polish lithuanian commonwealth,4363.90380191803
