sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
由《百日的郎君》的南成宇导演执导，孙贤秀、崔明镇作家共同执笔。,"The 100-day-old boy, Nan Cheng Yu, directed and directed, Sun Xianxiu, and Cui Mingzhen, both wrote and wrote.","Directed by Nam Sung-woo, the director of 100 Days My Prince, with script co-edited by Son Hyun-soo and Choi Myung-jin.",由 百日的郎君 的南成宇导演执导 孙贤秀 崔明镇作家共同执笔,the 100 day old boy nan cheng yu directed and directed sun xianxiu and cui mingzhen both wrote and wrote,directed by nam sung woo the director of 100 days my prince with script co edited by son hyun soo and choi myung jin,4191.862732887268
別怕，就只是个超人,"Don't be afraid, you are just a superman.","Don’t worry, it is just a superman.",別怕 就只是个超人,don t be afraid you are just a superman,don t worry it is just a superman,4191.862732887268
起来，该回家了,"Get up, it's time to go home.","get up, it’s time to go home",起来 该回家了,get up it s time to go home,get up it s time to go home,4191.862732887268
而一位当年职业为猪肉摊商的成员后裔已不知去向。,"A member who was a pork stall owner at that time, I don't know where he went.",And a descendant of a pork pitchman in those days has disappeared.,而一位当年职业为猪肉摊商的成员后裔已不知去向,a member who was a pork stall owner at that time i don t know where he went,and a descendant of a pork pitchman in those days has disappeared,4191.862732887268
之后，信徒将该观音像从水源地移到寺中祭拜。,"After that, the Meteor拜 extraterrestrials was built in 4 nutrition centers.","Later, the believers moved the Guanyin statue from the water source to the temple for worship.",之后 信徒将该观音像从水源地移到寺中祭拜,after that the meteor拜 extraterrestrials was built in 4 nutrition centers,later the believers moved the guanyin statue from the water source to the temple for worship,4191.862732887268
陈政清，出生于湖南湘潭，籍贯湖南邵东，中国工程力学专家。,"Chen Zhengqing, born in Xiangtan, Hunan, and is a Chinese engineering and science expert in Shaodong, Hunan.","Chen Jinqing, born in Shuang Tan in Nanhu, descended from Xiaodong, Hunan, Chinese expert in mechanic engineering.",陈政清 出生于湖南湘潭 籍贯湖南邵东 中国工程力学专家,chen zhengqing born in xiangtan hunan and is a chinese engineering and science expert in shaodong hunan,chen jinqing born in shuang tan in nanhu descended from xiaodong hunan chinese expert in mechanic engineering,4191.862732887268
金章宗泰和八年，开封府长垣县改属开州。,"Jin Zhangzong, Taihe, 8 years old, Kaifeng Prefecture, Changhuan County, Kaizhou","In the 8th year of Taihe, Jinzhangzong’s reign, Changyuan County of Kaifeng Prefecture was changed to Kaizhou.",金章宗泰和八年 开封府长垣县改属开州,jin zhangzong taihe 8 years old kaifeng prefecture changhuan county kaizhou,in the 8th year of taihe jinzhangzong s reign changyuan county of kaifeng prefecture was changed to kaizhou,4191.862732887268
外界普遍认为与马凯邀请香港民族党召集人陈浩天演讲有关。,"The outside world commonly believes that it is related to the speech of the Hong Kong People's Party's convener, Chen Haotian, to Ma Kai's invitation to the Hong Kong People's Party.","It is generally believed that Ma Kai invited Chen Haotian, the convener of the Hong Kong National Party, to give a speech that make sense.",外界普遍认为与马凯邀请香港民族党召集人陈浩天演讲有关,the outside world commonly believes that it is related to the speech of the hong kong people s party s convener chen haotian to ma kai s invitation to the hong kong people s party,it is generally believed that ma kai invited chen haotian the convener of the hong kong national party to give a speech that make sense,4191.862732887268
草莓听说不错,Strawberry is said to be good,Strawberry sounds good,草莓听说不错,strawberry is said to be good,strawberry sounds good,4191.862732887268
最后她没进小学念书,"Finally, they went to elementary school to study.","In the end, she didn't go to primary school",最后她没进小学念书,finally they went to elementary school to study,in the end she didn t go to primary school,4191.862732887268
徐红星，江苏灌云人，中国物理学家，武汉大学教授。,"Xu Hongxing, professor of Chinese Physics at Wuhan University","Xu Hongxing, a native of Guanyun, Jiangsu, a Chinese physicist, a professor of Wuhan University.",徐红星 江苏灌云人 中国物理学家 武汉大学教授,xu hongxing professor of chinese physics at wuhan university,xu hongxing a native of guanyun jiangsu a chinese physicist a professor of wuhan university,4191.862732887268
该公司经阿联酋央行批准且接受其监管。,The company asked the central bank for approval and accepted its supervision.,The company is approved and regulated by the Central Bank of the United Arab Emirates.,该公司经阿联酋央行批准且接受其监管,the company asked the central bank for approval and accepted its supervision,the company is approved and regulated by the central bank of the united arab emirates,4191.862732887268
他拥有犹他大学的政治学学士学位和哥伦比亚法学院的法学博士学位。,He has a degree in Political Science at Utah University and a degree in Law at Columbia Law School.,Hs is a Bachelor of politics from University of Utah and Doctor of Law at Columbia Law School.,他拥有犹他大学的政治学学士学位和哥伦比亚法学院的法学博士学位,he has a degree in political science at utah university and a degree in law at columbia law school,hs is a bachelor of politics from university of utah and doctor of law at columbia law school,4191.862732887268
五方色有五方正色与五方闲色之分。,The color of the five directions is divided into the five directions of the positive and the five directions of the negative.,Obangsaek could be be further classified into the main Obangsaek colors and the supplementary Ogansaek colors.,五方色有五方正色与五方闲色之分,the color of the five directions is divided into the five directions of the positive and the five directions of the negative,obangsaek could be be further classified into the main obangsaek colors and the supplementary ogansaek colors,4191.862732887268
