sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
当选后她成为新民主党全国党团主席。,"After the election, he became the chairman of the New Democratic Party's National Party.","After being elected, she become the president of new democracy of national party group.",当选后她成为新民主党全国党团主席,after the election he became the chairman of the new democratic party s national party,after being elected she become the president of new democracy of national party group,4640.434547901154
莱维尼亚克。,Rueller's love descends,Levignac.,莱维尼亚克,rueller s love descends,levignac,4640.434547901154
其后逐渐推出手机贴膜服务。,"After that, the mobile phone model service was gradually launched.","Afterwards, company launched the mobile accessory service.",其后逐渐推出手机贴膜服务,after that the mobile phone model service was gradually launched,afterwards company launched the mobile accessory service,4640.434547901154
现位于浙江省宁波市江北区乍浦乡应家河塘有应修人故居。,"Located in Ningbo City, Zhejiang Province, Zha Puxiang, Jiangbei District, Yingxiu People's Residence, Yingya Hall.","He live in the place where Ying Xiiuren’s former residence.It lies in the pond of Zapu County, Northern River District, Ningbo City, Zhejiang Province.",现位于浙江省宁波市江北区乍浦乡应家河塘有应修人故居,located in ningbo city zhejiang province zha puxiang jiangbei district yingxiu people s residence yingya hall,he live in the place where ying xiiuren s former residence it lies in the pond of zapu county northern river district ningbo city zhejiang province,4640.434547901154
该集团的领导层主要由之前流亡的学生担任。,The leadership of the group is mainly held by students who have previously been in the Liu Gang.,The group leader is mainly director by the student who once living in exile.,该集团的领导层主要由之前流亡的学生担任,the leadership of the group is mainly held by students who have previously been in the liu gang,the group leader is mainly director by the student who once living in exile,4640.434547901154
该球证于葡萄牙对荷兰的比赛后被世界足协停职。,The supports got terminated after that race.,Referee has got the boot by the World Football Association since the tournament between Portugal VS.Netherland ended.,该球证于葡萄牙对荷兰的比赛后被世界足协停职,the supports got terminated after that race,referee has got the boot by the world football association since the tournament between portugal vs netherland ended,4640.434547901154
穆阿库尔。,,Muakul.,穆阿库尔,,muakul,4640.434547901154
事业单位,Business unit,Public Institution,事业单位,business unit,public institution,4640.434547901154
中国大陆许多知名艺人曾在此校就读。,Many famous artists in mainland China have studied here.,Many renowned artists in Mainland of China once studied here.,中国大陆许多知名艺人曾在此校就读,many famous artists in mainland china have studied here,many renowned artists in mainland of china once studied here,4640.434547901154
会稽人王仲舒撰于道光元年。,"The accounting man, Wang Fengshu, was born in the year of Daoguang.","Wangzhong, born in Kuaiji, compiled it in Daoguang.",会稽人王仲舒撰于道光元年,the accounting man wang fengshu was born in the year of daoguang,wangzhong born in kuaiji compiled it in daoguang,4640.434547901154
选项的结果可以透过选择后的音效来确认。,The result of the selection can be confirmed by the sound effect after selection.,The result of the option could be determined by the sound effect afterwards.,选项的结果可以透过选择后的音效来确认,the result of the selection can be confirmed by the sound effect after selection,the result of the option could be determined by the sound effect afterwards,4640.434547901154
奥拉夫二世与父亲奥洛夫重新挑起两国战争。,Olaf II and his father Olaf re-invade the war between the two countries,Olav II Haraldsson den Hellige and his father Olav restarted a war between these two countries.,奥拉夫二世与父亲奥洛夫重新挑起两国战争,olaf ii and his father olaf re invade the war between the two countries,olav ii haraldsson den hellige and his father olav restarted a war between these two countries,4640.434547901154
以王甲为首的六百人敢死队摸黑对古晋发动攻击。,600 station men favorable for knights actively attack at those do Dron,"Led by Wangshou, the dare-to-die corps consisting of 600 individuals launched an attack on Kuching.",以王甲为首的六百人敢死队摸黑对古晋发动攻击,600 station men favorable for knights actively attack at those do dron,led by wangshou the dare to die corps consisting of 600 individuals launched an attack on kuching,4640.434547901154
后来交由父亲的警卫员带到北京照顾。,"Later, the guard who was handed over by his father was taken to Beijing for care.",Then he was taken by his/her father’s safeguard to Beijing to be taken good care of.,后来交由父亲的警卫员带到北京照顾,later the guard who was handed over by his father was taken to beijing for care,then he was taken by his her father s safeguard to beijing to be taken good care of,4640.434547901154
淡水高尔夫球场会派人定期祭拜。,Gull rusty Vol reads,Regular worship is done by staff sent from Fresh-water Golf Course.,淡水高尔夫球场会派人定期祭拜,gull rusty vol reads,regular worship is done by staff sent from fresh water golf course,4640.434547901154
影像制作公司,Video Production Company,A video production corporation,影像制作公司,video production company,a video production corporation,4640.434547901154
本列表为香港新界区道路交汇处的一览表。,This list is a list of the road traffic traffic signs in the new district of Hong Kong.,It’s a list for the road intersections of New Territories in Hongkong.,本列表为香港新界区道路交汇处的一览表,this list is a list of the road traffic traffic signs in the new district of hong kong,it s a list for the road intersections of new territories in hongkong,4640.434547901154
今彰化县北斗镇。,金章化信北斗正,"Today’s Beidou Town in Changhwa County, Taiwan.",今彰化县北斗镇,金章化信北斗正,today s beidou town in changhwa county taiwan,4640.434547901154
从此饮食都需要非常注意,"Hence, you need to pay attention to your diet.",All the diet shall have been paid attention to since then,从此饮食都需要非常注意,hence you need to pay attention to your diet,all the diet shall have been paid attention to since then,4640.434547901154
蒙希于米埃。,蒙希 于米埃,"Monchy-Humieres, France.",蒙希于米埃,蒙希 于米埃,monchy humieres france,4640.434547901154
布拉克沃夫省为波兰立陶宛联邦的行政区划和地方政府。,The city of Burakow is the administrative district and local government of the Polish-Lithuanian Federation.,Bracławskie was the administrative division and local government of Polish-Lithuanian Commonwealth.,布拉克沃夫省为波兰立陶宛联邦的行政区划和地方政府,the city of burakow is the administrative district and local government of the polish lithuanian federation,bracławskie was the administrative division and local government of polish lithuanian commonwealth,4640.434547901154
